Content,Date
"RT @#####: Not much. You can read Chapter 5 of my book, #Aftermath, for a deep dive on Modern Monetary Theory, and why it will fai…","Apr 05, 2020"
"RT @#####: Palm Sunday coronavirus style https://t.co/NVh4bgmnQN","Apr 05, 2020"
"RT @#####_rowling: I’ve rarely felt prouder ???????? https://t.co/fCCPeNkdbz","Apr 05, 2020"
"RT @#####: A blessed Palm Sunday to all. As we begin this Holy Week, keep praying, stay safe, stay healthy! We will overcome Covid1…","Apr 05, 2020"
"RT @#####: ??Exciting - SEROLOGY (ANTIBODY) STUDIES BEGINNING: @##### has begun preliminary studies to try to determine how many Amer…","Apr 05, 2020"
"RT @#####: Next level in #COVID19 testing. Phone booths. Fast walk in. Easy to disinfect automatically. And HCWs don’t even need to be…","Apr 05, 2020"
"RT @#####: Tokyo suddenly reports 130 new #COVID19 infections. Tokyo was never an epicenter or even top region in Japan for the outbr…","Apr 05, 2020"
"RT @#####: ??Note the unusual uptick in cases in Japan ???? and France ????. Pretty worried there. New York is still the worst hit by many…","Apr 05, 2020"
"RT @#####_Economics: There is little point in pretending what'll happen to the economy over the next 18 months, but this is our base case sc…","Apr 04, 2020"
"RT @#####: The 5 best workouts to do in your garden during coronavirus lockdown https://t.co/g1S7rliV3Z","Apr 04, 2020"
"RT @#####: Final preparations! A team of 161 professionals disinfected an area of around 570,000 square meters in Terminal 3 of W…","Apr 04, 2020"
"RT @#####: Coronavirus latest: China donates 1,000 ventilators to New York. They are due to arrive today, Governor Andrew Cuomo sa…","Apr 04, 2020"
"RT @#####: How to make your own face mask https://t.co/nrDqKWUmWL https://t.co/hc3JdTU2Ad","Apr 04, 2020"
"RT @#####: Coronavirus","May attack key cells in the nose, resulting in the loss of taste and smell, known as anosmia. Dr. Robert Kern e…","Apr 04, 2020"
"RT @#####: Good news. The FDA has now approved KN95 masks of similar filtration performance to N95. The C.D.C. lists KN95 masks as a s…","Apr 04, 2020"
"RT @#####: If it spreads like a bioweapon, kills like a bioweapon, and terrorizes like a bioweapon, it has become a bioweapon. #coro…","Apr 04, 2020"
"RT @#####: The general public is more creative than bureaucrats. https://t.co/bM9hfk8n3o","Apr 04, 2020"
"RT @#####: No, no, no. Under such fatness of tails for pandemics, policy is made off the expected maximum, not from scenarios devoid of…","Apr 04, 2020"
"RT @#####: This 2 page paper should put the nail in the coffin of "evidence based" science and risk management. Any comments? Posting on…","Apr 04, 2020"
"RT @#####: They made vacuum cleaners before the coronavirus outbreak. Now, they’re making ventilators. https://t.co/JZQEyBQcJk","Apr 04, 2020"
"RT @#####: Zahara de la Sierra, Spain Population: 1,400 Closed all except one of the town’s entrances on","Mar 14, the day the country’…","Apr 04, 2020"
"RT @#####: When this health crisis is over, will we remember COVID-19 as an historic turning point for globalization? https://t.co/wOk…","Apr 04, 2020"
"RT @#####: The Surgeon General teaching Americans to make their own masks, because the world’s superpower can’t produce or secure enou…","Apr 04, 2020"
"RT @#####: Map: See how the U.S. went from 100 cases of coronavirus to more than 200,000 in less than a month https://t.co/U8KFhXmgSG…","Apr 04, 2020"
"How @##### was this not on our Radar ? https://t.co/rT31Mq8n6k","Apr 04, 2020"
"RT @#####: Cue VetBill. wear the mask. @##### @##### https://t.co/mWiRRvhxNL","Apr 04, 2020"
"RT @#####: I will immediately ask Congress for more money to support small businesses under the #PPPloan if the allocated money r…","Apr 04, 2020"
"RT @#####: I agree with this. Watch!","Apr 04, 2020"
"RT @#####12: All of a sudden having a mask, rubber gloves, duct tape, plastic sheeting and a rope in your trunk is ok.","Apr 04, 2020"
"RT @#####: My favourite cloud! Kelvin Helmholtz! What’s yours?? #cloudscape #weather #clouds ??","Apr 04, 2020"
"RT @#####: WOW... Protecting the vineyards in Burgundy, #France last night 1-2nd","April from harsh frosts! Each row is lined with…","Apr 04, 2020"
"RT @#####: WOWZERS! Absolutely breathtaking view of the burners protecting vineyards from frost last night 1-2nd","April in Burgund…","Apr 04, 2020"
"RT @#####: Looking forward to summer storms?? This was the beautiful #shelfcloud on this thunderstorm over Guarapari, Brazil yest…","Apr 04, 2020"
"RT @#####"FeboatHQ: Experimental Drug Blocks Growth of SARS-CoV-2 Coronavirus in Cell Cultures and Organoids https://t.co/oikf0Ax6S2","Apr 04, 2020"
"RT @#####: Spain reports 809 new coronavirus deaths and 7,026 new cases. All the latest updates: https://t.co/4ImIVXy0iR https://t.co/KjT…","Apr 04, 2020"
"RT @#####: Day of mourning set for China's coronavirus '"Martyrs' as worldwide infections near 1.1 million https://t.co/fSDGSUr70D https:/…","Apr 04, 2020"
"RT @#####: Sailors on the USS Theodore Roosevelt applauded Captain Brett Crozier and hailed him as a hero when he left the vessel https:/…","Apr 04, 2020"
"RT @#####: China comes to a standstill to mourn more than 3,000 killed by coronavirus with moving nationwide three-minute silence http…","Apr 04, 2020"
"RT @#####: DIY ventilators","May be a worst case #coronavirus scenario, but these engineers at the University of Florida @##### have develop…","Apr 04, 2020"
"RT @#####"FeboatHQ: 5G coronavirus conspiracists BURNING phone masts amid bizarre claim ‘radiation’ sparked killer bug https://t.co/yHqWxfPXnO","Apr 04, 2020"
"RT @#####2g: Things are getting pretty serious. https://t.co/OLc6egO9V5","Apr 04, 2020"
"RT @#####_"Market: We told you, #stayhome! https://t.co/055fIZGnbj","Apr 04, 2020"
"RT @#####: Cytokine storm: how the immune system can go into overdrive during a severe respiratory illness @##### https://t.co/5n3Fo7oI…","Apr 04, 2020"
"RT @#####: A beloved US Navy captain given a cheering ovation... as he silently departs after being relieved of his command of his 500…","Apr 04, 2020"
"RT @#####: FACEMASK could have","Maybe prevented this.... A bus driver who died after a passenger coughed on his bus. He fell sick in da…","Apr 04, 2020"
"RT @#####: ??Google at its best! “Community Mobility Reports aim to provide insights into response to #COVID19– charts movement trends…","Apr 04, 2020"
"RT @#####: “We have contained this. Pretty close to airtight” @#####_kudlow on","February 25th. #COVID19 ??????? https://t.co/LmV540Clli","Apr 04, 2020"
"RT @#####: ??Best figure of all the misleading headlines and ‘misinformation’ from","January and","February, all while people trying to rai…","Apr 04, 2020"
"RT @#####: COVID19 in air wasn't rocket science! '#Safenising' it there is https://t.co/AUFmzvonGX via @##### #COVID19 #Pande…","Apr 04, 2020"
"RT @#####: Flags flew at half-mast, sirens rang, and people bowed their heads for three minutes as China observed a national day of mour…","Apr 04, 2020"
"RT @#####: ""Markets" are now subject to Goodhart's Law. To paraphrase: When a metric becomes the object of policy, it loses meanin…","Apr 03, 2020"
"RT @#####: So sad. It seems that the size of the viral load that infects you can lead to a worse outcome in terms of the severity of…","Apr 03, 2020"
"RT @#####: I now have the hang of using ATMs with surgical gloves. At least the ATMs are not out of cash .... yet. https://t.co/C0…","Apr 03, 2020"
"RT @#####: Navy chief Thomas Modly says sacked Theodore Roosevelt captain put his crew 'at risk' https://t.co/cU7xxQVI71 https://t.co/T…","Apr 03, 2020"
"RT @#####: Coronomics: Ordinary remedies won’t be enough for a surreal crash https://t.co/UG7z1V8vmc via @##### #COVID19 #Pandem…","Apr 03, 2020"
"RT @#####: In the mountains, we","May not have masks, but we all have balaklavas for those bitter cold ski days. They're not as prop…","Apr 03, 2020"
"RT @#####: The Guardian: US navy fires commander Captain Brett Crozier who raised alarm about coronavirus on ship. #CoronavirusOutbreak #…","Apr 03, 2020"
"RT @#####: Thank you Captain Brett Crozier! ?????? Thank you for standing up and protecting your crew! America 2.0 #FridayMotivation…","Apr 03, 2020"
"RT @#####: @##### Well, it should work for a while when it finally works..... https://t.co/fSEoKl6hxD","Apr 03, 2020"
"RT @#####: @##### I've been sheltering in this god forsaken ark last 5years listening to Noah preach endlessly about an imminent…","Apr 03, 2020"
"RT @#####: You are pretty much now 'in position' or not. Most aren't. A few stragglers will run on to the Ark at the last minute, but it is…","Apr 03, 2020"
"RT @#####: #Covid19SA @#####","Mayor, Mxolisi Kaunda confirms cases of #COVID19Pandemic in the Umlazi, KwaMashu and Inanda townships @#####…","Apr 03, 2020"
"RT @#####: The 4,000-bed NHS Nightingale will open its doors to patients today - less than two weeks after work started on the giant spec…","Apr 03, 2020"
"RT @#####: UK join together to cheer and applaud NHS workers #ClapForCarers https://t.co/fpCwy7tbUW","Apr 03, 2020"
"RT @#####: Steps on how to make a reusable mask @##### https://t.co/aCnBPIaDPk","Apr 03, 2020"
"RT @#####: ??This puts NY into much clearer perspective how bad it has been since first reported case. My goodness NYC is so overwhelm…","Apr 03, 2020"
"RT @#####: Glad @#####3M making tons more N95. But they should be selling directly to states that need it rather than relying on brokers an…","Apr 03, 2020"
"RT @#####: For new mortality, London suddenly spiking in daily #COVID19 deaths. New York still on record setting pace. But Michigan an…","Apr 03, 2020"
"RT @#####: Number of new cases per day... Glad to s is Italy in the decline now. US and UK still soaring, albeit slightly slowing. I’m…","Apr 03, 2020"
"RT @#####"MarketWatch: ‘Quiet’ Warren Buffett has three ways to win in this","Market, says @#####. Here they are: https://t.co/1epY9s63R4","Apr 02, 2020"
"RT @#####: Well we are earlier than I thought. A very wealthy country dwelling individual I know called me today to ask how to sell 15 Krug…","Apr 02, 2020"
"RT @#####: Wait....Goldman went long physical Silver?!? https://t.co/0kCWTcSuTa","Apr 02, 2020"
"[WEBCAST REPLAY] McCullough & Rickards ? Defending Your Wealth During Global Crisis https://t.co/xUUE9wRF5K via @#####","Apr 02, 2020"
"RT @#####: Questions questions questions about those daily amazing FT charts in by @##### on #COVID19. Question #2 on why not a…","Apr 02, 2020"
"RT @#####: ??NEW TYPE OF TEST APPROVED, called a serology test, would be able to identify past #COVID19 infections, and hence it can t…","Apr 02, 2020"
"RT @#####: .....Could be as high as 15 Million Barrels. Good (GREAT) news for everyone!","Apr 02, 2020"
"RT @#####: Just spoke to my friend MBS (Crown Prince) of Saudi Arabia, who spoke with President Putin of Russia, & I expect & hop…","Apr 02, 2020"
"RT @#####: A Netflix series predicted a global pandemic. It was dismissed as 'a show about the flu' https://t.co/Xg4PlpFgcL","Apr 02, 2020"
"RT @#####: Exclusive: Hackers linked to Iran target WHO staff emails during coronavirus - sources https://t.co/kSdHAgr47J https://t.co/…","Apr 02, 2020"
"RT @#####: Upon information and belief, Iran or its proxies are planning a sneak attack on U.S. troops and/or assets in Iraq. If…","Apr 02, 2020"
"RT @#####: #BREAKING:#IRGC Navy is now on high alert! Fajr-5 long-range multiple launch rocket systems are stationed across the sou…","Apr 02, 2020"
"RT @#####: The @##### workforce has decades of experience finding solutions to complex problems. Starting today, we’re asking emplo…","Apr 02, 2020"
"RT @#####: We really want to raise awareness that [losing smell sense] is a sign of [corona virus] infection and that anyone who de…","Apr 02, 2020"
"RT @#####: Italy starting to plateau. Lockdowns work. https://t.co/eVKHb78UiP","Apr 02, 2020"
"RT @#####: Back to the classic graph - clearly NY is on worst trajectory. Michigan also on very bad mortality trend and gaining. Londo…","Apr 02, 2020"
"RT @#####: ??Improving for Italy ????. Worsening for some. New type of #COVID19 trend graph - Italy has turned the corner in deaths it s…","Apr 02, 2020"
"RT @#####: ??Breaking- Japan suddenly records a single day record in new cases overnight. +220 new cases so far in one day. Good thing…","Apr 02, 2020"
"RT @#####: Amazon warehouse is 'deep cleaned' after worker tests positive for coronavirus https://t.co/vTQa607YIB","Apr 01, 2020"
"RT @#####_Osborne: Our ?@#####1? ?@#####? on the new virus tracker apps https://t.co/gAnoUCiPI2","Apr 01, 2020"
"RT @#####: Coronavirus latest: • US estimates between 100,000 and 240,000 people will die of #covid19 • Deaths in Italy plateau •…","Apr 01, 2020"
"RT @#####: Watch a time-lapse video of this temporary hospital being set up at London's ExCel exhibition center https://t.co/ryqFJv9B2v","Apr 01, 2020"
"RT @#####: UK coronavirus infection rate slowing due to lockdown, scientists say https://t.co/zJ6hTyOTC4","Apr 01, 2020"
"RT @#####: Our #Coronavirus Guide has lots of up-to-date advice and information about #Covid_19, such as how to prevent infection a…","Apr 01, 2020"
"RT @#####: Huge change from CMS. Medicare will soon permit telemedicine visits to be audio w/out video; eligible as in person visit fo…","Apr 01, 2020"
"RT @#####: Immunity testing will be key. “These “serology tests” are aimed at those who were very sick and got better, those who had m…","Apr 01, 2020"
"RT @#####: What metro area in US besides NYC has a rising epidemic? #COVID19 ??DC metro ??LA ??Chicago ??NOLA ??Detroit ??Miami ??Philly ??Bos…","Apr 01, 2020"
"RT @#####: ??DOUBLING TIME: 2.7 days. Weeks ago it was estimated at 6.5 days. Now that has been cut in half. And it’s even shorter in…","Apr 01, 2020"
"RT @#####: ??CDC update of major risk factors for hospitalization and ICU. ICU risk ranked: ??Top: Diabetes??Lung disease??CVD??Immunocompr…","Apr 01, 2020"
"RT @#####"Marekkraft: Here's why you should cover your mouth when you sneeze, CFD edition (sim done by https://t.co/ANVZZDgSvl) https://t.co/rh3…","Apr 01, 2020"
"RT @#####: Elon Musk says he's ready to provide 'FDA approved' ventilators for free to hospitals https://t.co/Ao0Yqb5hm9","Apr 01, 2020"
"RT @#####: Personal protection gear, essential for coronavirus workers, is in critically short supply. Here's a look at items needed…","Apr 01, 2020"
"RT @#####: via @##### MOBILE UNITS announced for testing in various municipal areas- also see announcement via @##### please.…","Apr 01, 2020"
"RT @#####_Eng: A #Russian military plane carrying medical equipment has departed for the #UnitedStates, the defense ministry in Moscow…","Apr 01, 2020"
"RT @#####_Sport: #UPDATE Wimbledon cancelled for first time since WWII due to #COVID?19 + 'Devastated' - eight-time champion Roger Federer…","Apr 01, 2020"
"RT @#####: #FinTech firm @#####, has approval to provide quick loans from the $350bn SME loan fund. "The smallest businesses…","Apr 01, 2020"
"RT @#####1: There's a app for that. This morning's @##### cartoon https://t.co/ypBLupakvI","Apr 01, 2020"
"RT @#####: Good comparison of per capita #COVID19 mortality. 5 death rate tracks: 1) Belgium?? Spain 2)Turkey?? USA ?? France?? Nethe…","Apr 01, 2020"
"RT @#####: 15) Deaths could be < full 40k. Hat tip to @#####_Lz on analysis: Wuhan: 15M people. Natural deaths: -Yearly: ~150k -Daily:…","Apr 01, 2020"
"RT @#####: 2) “residents said they were growing increasingly skeptical that the figure of some 2,500 deaths in the city to date was ac…","Apr 01, 2020"
"RT @#####: ??Goal is to reduce from a high of 1.5-2.2 million deaths to only 100,000-240,000 deaths. Big numbers for “corona flu”. Gla…","Apr 01, 2020"
"RT @#####: Not","April Fool’s - China finally revealing over >1500 previously unreported #COVID19 lab ??positive cases— because they were…","Apr 01, 2020"
"RT @#####: ??25% have ZERO SYMPTOMS! “25 percent of people infected with #COVID19","May not show symptoms— startlingly high number that…","Apr 01, 2020"
"RT @#####: DIGITAL ??CONTACT TRACING: Science study: “viral spread is too fast to be contained by manual contact tracing, ??but could be…","Apr 01, 2020"
""
"RT @#####: Tesla plans to supply FDA-approved ventilators free of cost: Musk https://t.co/ZOsMeTij8j https://t.co/lKYLlyq44I","Mar 31, 2020"
"RT @#####: Dr Fauci warns Americans that they do NOT have 'herd immunity' to coronavirus https://t.co/loGAhqaTRL","Mar 31, 2020"
"RT @#####: The captain of an aircraft carrier hit by a coronavirus outbreak pleaded with Navy leaders to remove most of the ship's 4,000…","Mar 31, 2020"
"RT @#####: The Corona Crisis is Not a Black Swan https://t.co/uStnubp0Ey via @#####","Mar 31, 2020"
"RT @#####: Armed vigilantes in Maine cut down trees to blockade visitors from New Jersey and enforce a quarantine. Hmmm. I guess t…","Mar 31, 2020"
"RT @#####: A bigger crisis coming? “The U.S. is falling into the worst economic collapse since the Great Depression in 1929,” says author…","Mar 31, 2020"
"RT @#####: Australian police to use siren-fitted drones to enforce virus lockdown https://t.co/UJ6ZvmBS9I","Mar 31, 2020"
"RT @#####5h15h: The #AzureMaps #Covid_19 project is one of the 3 #Microsoft submissions for #BuildforCOVID19 Global Online #Hackathon (https://t…","Mar 31, 2020"
"RT @#####: My #BuildforCOVID19 hackathon submission - COVID-19 Symptom Reporter -> https://t.co/eiOOgw03v2 https://t.co/3VuWDid9nn","Mar 31, 2020"
"RT @#####_Protocol: Within TWO DAYS of answering the call to #BuildforCOVID19, DCP team built a powerful, easy-to-use #dcp web app that crowds…","Mar 31, 2020"
"RT @#####: #BuildforCOVID19 Update: Basic UI and functionality. I don't have a way to match people. Right now, everyone is talking…","Mar 31, 2020"
"RT @#####: Just concluded the #buildforcovid19 #hackathon #challenge, the experience is a plus, check out what i built here https:…","Mar 31, 2020"
"RT @#####_kprkr: Yesterday, I worked on the core-userflows for Makers with a Mission. A project that aims to help #COVID19 by connecting those w…","Mar 31, 2020"
"RT @#####_EU: We are proud to be part of the #BuildforCOVID19 #hackathon, organized by @#####, @##### & @#####, providing our open #COV…","Mar 31, 2020"
"RT @#####"Maraqua1: #BuildforCovid19 has wrapped up and our team worked together to come up with this slick Flutter app that will enable communit…","Mar 31, 2020"
"RT @#####: South African President Cyril Ramaphosa now has a rare opportunity to push through the painful reforms the economy needs http…","Mar 31, 2020"
"RT @#####: From rockets to #ventilators in the space of a week! @#####_Orbit is awaiting @#####_FDA approval for their new bridge ve…","Mar 31, 2020"
"RT @#####: Public consciousness of big problems—like coronavirus, or climate change—often starts with risk modeling https://t.co/SNtVrsg…","Mar 31, 2020"
"RT @#####: Epidemiologist Dr Eric Feigl-Ding (@#####) speaks to @##### on the #CoronavirusOutbreak #CoronavirusPandemic #COVID19…","Mar 31, 2020"
"RT @#####: New FDA-approved test touted by Trump that can diagnose coronavirus in just 5 MINUTES will ship its first batch tomorrow htt…","Mar 31, 2020"
"RT @#####: This mechanical engineer is 3D-printing medical masks and other protective gear and donating them to hospitals in the hard-h…","Mar 31, 2020"
"RT @#####: Discussing the coronavirus outbreak, @##### tells @##### "We need to do more than dispel disinformation, w…","Mar 31, 2020"
"RT @#####: WATCH | Epidemiologist Dr Eric Feigl-Ding (@#####) explains how #coronavirus is different from flu. #CoronavirusOutbreak #C…","Mar 31, 2020"
"RT @#####: Church leader sells £91 'plague protection kits’ https://t.co/41fzsnxsq8","Mar 31, 2020"
"RT @#####: China says it has 1,541 people infected with the coronavirus without symptoms, providing a better picture of just how large t…","Mar 31, 2020"
"RT @#####: America's deadliest day to date: Coronavirus death toll soars to 3,180 - an increase of 605 with a person dying every TWO MI…","Mar 31, 2020"
"RT @#####: Coronavirus tests heading to UK contaminated with Covid-19 https://t.co/ubcbgN58KO","Mar 31, 2020"
"RT @#####: The UAE is using drones to help sanitize its cities amidst the coronavirus pandemic https://t.co/g4WCH2xoc4 https://t.co/0tuaylnc…","Mar 31, 2020"
"#COVID19 #coronavirus https://t.co/mkql8qFlpu","Mar 31, 2020"
"RT @#####: ?????????? Health workers are at particularly high risk. This is why doctors and nurses have been getting so angry about shor…","Mar 31, 2020"
"RT @#####: ?? With #Covid19, the dose is likely to be relatively small because of the high number of people becoming sick. The higher th…","Mar 31, 2020"
"RT @#####: ?? What is viral load and why are so many health workers getting sick? *THREAD* ?? #Coronavirus #Covid19 #Covid19UK https:/…","Mar 31, 2020"
"RT @#####: Scientists in China believe that #Covid19 has mutated into two strains, one more aggressive than the other https://t.co/Rv9c…","Mar 31, 2020"
"RT @#####_Orbit: With the guidance of medical experts from @##### and @#####, Virgin Orbit has designed a new automated "bridge" ve…","Mar 31, 2020"
"RT @#####: At what point does Cash4Gold achieve 'Essential Worker' status? Asking for a friend","Mar 31, 2020"
"RT @#####: Life in the time of quarantine. The word "quarantine" is Latin and means "40 days." It refers to Jesus's 40 days fastin…","Mar 31, 2020"
"RT @#####: 13) BOTTOMLINE: A lot more people likely died in Wuhan than official ~2500 reports. Chinese culture takes ceremony around d…","Mar 31, 2020"
"RT @#####: 12) "Anyone looking at that figure will realize, anyone with any ability to think, ‘What are they talking about [2,535] peo…","Mar 31, 2020"
"RT @#####: Huge 20x undercount of deaths in Wuhan? “Based on cremation figures, Wuhan residents estimate more than 40,000 have died, c…","Mar 31, 2020"
"RT @#####: ??TESTING FAST & EARLY! Germany is Europe’s version of South Korea. “Yet Germany's #covid19 fatality rate so far — just 0.5%…","Mar 31, 2020"
"RT @#####: This is the BEST BEST BEST thread on whether the #SARSCoV2 is “airborne” or not. Lots of nuances but toward the end, it see…","Mar 31, 2020"
"RT @#####: ??BREAKING: At long last, China now coming clean that on suppressing asymptomatic ??positive #COVID19 for too long— ???? will n…","Mar 31, 2020"
"RT @#####: 7) BOTTOM LINE: Thus if we don’t know, then @##### should not boldly declare it is not airborne. Or in very least, get its me…","Mar 31, 2020"
"RT @#####: 6) "The epidemiologists say if it's 'close contact,' then it's not airborne. That's baloney," Milton says. "Epidemiologists…","Mar 31, 2020"
"RT @#####: ??WHO can’t seem to get its own airborne info straight: @##### says virus of #COVID19 doesn't seem to linger in air. Yet @#####…","Mar 31, 2020"
"RT @#####: WATCH: A London conference center is being transformed into a temporary 4,000-bed hospital to help the fight against #corona…","Mar 31, 2020"
"RT @#####: EARLIER: The U.S. Naval Ship Comfort arrives in New York harbor to take in non-coronavirus patients in an attempt to relieve…","Mar 31, 2020"
"RT @#####: #CoronavirusUSA: An emergency field hospital sprung up @##### in anticipation of more #coronavirus cases in New Yor…","Mar 31, 2020"
"RT @#####: New York's Empire State Building was lit up on Monday to honor the first responders and medical professionals fighting the c…","Mar 31, 2020"
"RT @#####: How the AMOUNT of the coronavirus you get infected with could decide whether you suffer mild or severe symptoms https://t.c…","Mar 31, 2020"
"RT @#####: The @##### reminding us that the city is in the middle of an emergency. https://t.co/50TjEjOogN","Mar 31, 2020"
"RT @#####: US coronavirus death toll tops 3,000 with more now dead than in 9/11 https://t.co/qLbqgYvJZu https://t.co/Z7ARx31abq","Mar 31, 2020"
"RT @#####: We don’t have enough evidence yet to know if recovering from covid-19 induces immunity, or whether any immunity would giv…","Mar 31, 2020"
"RT @#####: The science and advice on masks has been updating. This is a great explainer. #COVID19 https://t.co/Qn3crBMlyf","Mar 31, 2020"
"RT @#####: New York death still exceedingly high. But many parts of Spain ???? and France ???? on track to now exceed Lombardy ????. US mort…","Mar 31, 2020"
"RT @#####: Should we all be wearing masks? “That simple question is under review and has sparked a grass-roots pro-mask movement. But…","Mar 31, 2020"
"RT @#####: ??MORTALITY REPORT from NYC: What are the makeup of all the deaths in NYC? ??Lots of young adults,??Many without underlying c…","Mar 31, 2020"
"RT @#####: Some good news out of New York - NYC might be bending the curve and rounding the corner! ER visits for influenza like illne…","Mar 31, 2020"
"RT @#####: ??MASK please!!! definitely AIRBORNE. “After 2½ hrs, singers parted- 3 weeks later, 45 diagnosed w/ #COVID19 or w/ symptoms…","Mar 31, 2020"
"RT @#####: 7) “A source close to the provincial civil affairs bureau said many people had died at home, without being diagnosed with,…","Mar 31, 2020"
"RT @#####: 6) “Another popular estimate is based on the cremation capacity of the funeral homes, which run a total of 84 furnaces with…","Mar 31, 2020"
"RT @#####: As U.S. spy agencies seek to assemble a precise picture of the world’s coronavirus outbreaks, they are finding serious gaps in…","Mar 31, 2020"
"RT @#####: ??Holy shit - #COVID19 ?? EMPEROR PALPATINE? “Hungary’s parliament handed Prime Minister Viktor Orban the right to rule by…","Mar 30, 2020"
"RT @#####: First look inside vast new coronavirus hospital built to care for 4,000 patients https://t.co/co66eaiPJ4 https://t.co/dxc6…","Mar 30, 2020"
"RT @#####: USNS Comfort arrives in NYC. A welcome sight. And not a moment too soon. https://t.co/1X1IUnLwSf","Mar 30, 2020"
"RT @#####: New York welcomes the navy hospital ship USNS Comfort to support the city's fight against the new coronavirus https://t.co/PVseWk…","Mar 30, 2020"
"RT @#####: Engineers seconded to UK ventilator consortium to aid NHS shortfall https://t.co/UTCXxUlLs2","Mar 30, 2020"
"RT @#####: #COVID19 This is probably the best scientific explainer I have seen on why we should all wear masks against #coronavirus h…","Mar 30, 2020"
"RT @#####: To help those working to combat #COVID19, we’re making a hosted repository of public datasets including those from @#####…","Mar 30, 2020"
"RT @#####: Social distancing, but make it Star Wars https://t.co/35XRVz39eH","Mar 29, 2020"
"RT @#####: #Breaking: As of","March 29, 1:30:31 p.m. EST, the total #COVID19 cases exceed 700,000 globally, according to Johns Hopkins Univ…","Mar 29, 2020"
"RT @#####: Coronavirus timeline: -","January 19: 100 cases -","January 24: 1,000 cases -","February 12: 50,000 cases -","March 6: 100,000 cases -…","Mar 29, 2020"
"RT @#####: Kate Winslet starred in the film Contagion about a hypothetical virus outbreak and gives tips on how to keep safe during the #…","Mar 29, 2020"
"RT @#####_CSAIL: An MIT team is developing a low-cost (<$100) ventilator that could provide breaths to COVID-19 patients in situations like c…","Mar 29, 2020"
"RT @#####: Britain orders 10,000 ventilators in fight against coronavirus - source https://t.co/z4mcSW8u6n https://t.co/LwMCOyizMs","Mar 29, 2020"
"RT @#####: Waterspout in Bodrum, Akyarlar, Turkey this morning,","March 29th. Thanks to Koray Erel for the report - posted with per…","Mar 29, 2020"
"RT @#####: Highly recommended by Governor @##### of Ohio. @##### must move quickly!","Mar 29, 2020"
"RT @#####: Startup turns snorkeling masks into ventilators #coronavirus #Italy @#####"Maraste @##### #medtwitter #medtech #3Dprinti…","Mar 29, 2020"
"RT @#####: Currently designing a rapid production ventilator that can be 3D printed and assembled for ~$30. It's on Onshape. Feel free to c…","Mar 29, 2020"
"RT @#####: Chinese scientists have developed a new weapon to combat the #coronavirus. They say they have found a nanomaterial tha…","Mar 29, 2020"
"RT @#####_AvisFavaro: Canadian Rural hospital turns anesthetic machines into #ventilators - experimental but potentially lifesaving @#####…","Mar 29, 2020"
"RT @#####: London, Ontario retired respiratory therapist John Strupat came up with a potential low-cost solution to Ontario's critical sho…","Mar 29, 2020"
"RT @#####: Prisma Health introduces VESper. So proud of our rapid innovation team!! ?Now one #ventilator can save two lives at the sa…","Mar 29, 2020"
"RT @#####: How to fight infection by turning back your immune system's clock https://t.co/BbPdrzztQD https://t.co/R17heuhcCc","Mar 29, 2020"
"RT @#####10DowningStreet: PM @##### is writing to every UK household to urge them to stay at home, protect the NHS and save lives. #Sta…","Mar 29, 2020"
"RT @#####: The #BuildforCOVID19 Global Online #Hackathon is open for submissions. We teamed up w/ other tech companies and platforms +…","Mar 29, 2020"
"RT @#####"FeboatHQ: Norad intercepts Russian aircraft entering the Alaskan Air Defense Identification Zone https://t.co/yhLBzffBVA https://t.co…","Mar 29, 2020"
"3D Printing and COVID-19 (Update","March 27) https://t.co/Y8RPOvqR2I","Mar 29, 2020"
"RT @#####: North Korea fires more missiles than ever amid coronavirus pandemic https://t.co/wxuMyUB8Ew https://t.co/kcK0tTfUzB","Mar 29, 2020"
"RT @#####"FeboatHQ: Run for the hills! Pentagon sends teams into MOUNTAIN BUNKERS as pandemic preparations go into full swing https://t.co/2sJA…","Mar 29, 2020"
"RT @#####"FeboatHQ: U·S. military command teams are being isolated in infamous Cheyenne mountain bunker https://t.co/txtIMBiyLv https://t.co/e1…","Mar 29, 2020"
"RT @#####: Saudi-led coalition intercepts missiles over Riyadh, Jizan https://t.co/rm5jIcbRbP https://t.co/lTgpqd4n5Z","Mar 29, 2020"
"RT @#####_com: What we are seeing now is probably the beginning of the end of the #gold and #silver paper","Market https://t.co/lv27sPyM…","Mar 28, 2020"
"RT @#####: We’re launching a molecular point-of-care test that delivers positive COVID-19 results in as little as 5 minutes and negati…","Mar 28, 2020"
"RT @#####: BREAKING: We’re launching a test that can detect COVID-19 in as little as 5 minutes—bringing rapid testing to the frontline…","Mar 28, 2020"
"RT @#####: ??SEARCH YOUR STATE: How many ventilators and ICU beds do we need in each state? A TON. ??Great data modeling from @#####_UW.…","Mar 28, 2020"
"RT @#####: This figure isn’t 100% the explanatory difference of course. Testing + early aggressive movement against #COVID19 w/ strong…","Mar 28, 2020"
"RT @#####: Please come on @##### Monday!! @#####","Mar 28, 2020"
"RT @#####: I've recommended gold for years as a precaution and for wealth preservation. Listeners said, "Fine; I'll buy it when th…","Mar 28, 2020"
"RT @#####: Looking at early 2021. These things take time!","Mar 28, 2020"
